work_id,cohort,field_id,year,title,abstract_words,flags
W2508960358,extra,15,2016,Abraham model correlations for ionic liquid solvents: computational methodology for updating existing ion-specific equation coefficients,64,"[""abstract_50_79""]"
W2978507795,extra,15,2019,Deep Eutectic Solvents as Extraction Media for Valuable Flavonoids from Natural Sources,73,"[""abstract_50_79""]"
W2234809942,extra,15,2015,Selective Polymerization Catalysis: Controlling the Metal Chain End Group to Prepare Block Copolyesters,63,"[""abstract_50_79""]"
W2064266835,extra,15,2015,The Biological Purification Project Practice of the Sewage Treatment Station’s Odor,71,"[""abstract_50_79""]"
W2743934818,extra,15,2017,Sensors: Selective Solar‐Blind UV Monitoring Based on Organic Field‐Effect Transistor Nonvolatile Memories (Adv. Electron. Mater. 8/2017),76,"[""abstract_50_79""]"
W2131137699,extra,15,2015,"Base‐Promoted Coupling of Carbon Dioxide, Amines, and Diaryliodonium Salts: A Phosgene‐ and Metal‐Free Route to O‐Aryl Carbamates",51,"[""abstract_50_79""]"
W4247396810,extra,15,2018,Molecular and Thermodynamic Properties of Zwitterions versus Ionic Liquids: A Comprehensive Computational Analysis to Develop Advanced Separation Processes,56,"[""abstract_50_79""]"
W2993638678,extra,15,2019,Corrosion of construction materials in KCl–LiCl–UCl3 melts containing metallic zinc,69,"[""abstract_50_79""]"
W2401510073,extra,15,2016,THERMODYNAMIC MODEL OF THE CYCLE OF SPARK IGNITION ENGINE WITH EXHAUST GAS RECIRCULATION,55,"[""abstract_50_79""]"
W2894122762,extra,15,2018,Electrochemical behavior of zirconium in LiCl–KCl eutectic melt,59,"[""abstract_50_79""]"
W4245650968,extra,15,2019,Flow regimes in a flat elastic channel in presence of a local change of wall stiffness,72,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2604159504,extra,15,2017,"Publisher’s Note: Computer-Assisted Inverse Design of Inorganic Electrides [Phys. Rev. X 7 , 011017 (2017)]",78,"[""abstract_50_79""]"
W2530316812,extra,15,2016,Cover Picture: A Typical Metal‐Ion‐Responsive Color‐Tunable Emitting Insulated π‐Conjugated Polymer Film (Angew. Chem. Int. Ed. 43/2016),78,"[""abstract_50_79""]"
W7111915854,extra,15,2016,Aliphatic polycarbonates and production methods from cyclic carbonates thereof,71,"[""abstract_50_79""]"
W2800544195,extra,15,2018,"A four-component coupling reaction of carbon dioxide, amines, cyclic ethers and 3-triflyloxybenzynes for the synthesis of functionalized carbamates",77,"[""abstract_50_79""]"
W2342598238,extra,15,2016,Scale-Dependent Viscosity in Polymer Fluids,53,"[""abstract_50_79""]"
W1842888493,extra,15,2015,New ionic liquids based on the complexation of dipropyl sulfide and AlCl 3 for electrodeposition of aluminum,70,"[""abstract_50_79""]"
W2508037375,extra,15,2016,Membrane extraction of alkaline earth metal by phosphorylated azapodands,74,"[""abstract_50_79""]"
W2807488689,extra,15,2018,Cobalt catalysed reduction of CO 2 via hydroboration,72,"[""abstract_50_79""]"
W2750847625,extra,15,2017,Phosphorous Detection In Water Using Electromagnetic Sensor,72,"[""abstract_50_79""]"
W2807267496,extra,15,2017,Analysis of Reactive Muffler by Experimental and Numerical Method,73,"[""abstract_50_79""]"
W2742318890,extra,15,2017,Reductive CO2 Fixation via Tandem C–C and C–N Bond Formation: Synthesis of Spiro-indolepyrrolidines,53,"[""abstract_50_79""]"
W2342492750,extra,15,2016,A Simulation Study for Selecting Optimum Position of a Superheater in a Waste Heat Recovery System Integrated with a Large Gasoline Engine,124,"[""many_non_ascii_letters""]"
W4205903526,extra,15,2022,Recent Advances in Aluminum Compounds for Catalysis,78,"[""abstract_50_79""]"
W3175601233,extra,15,2021,Variety of Kinetic Manifestations of Branched Chain Reactions,58,"[""abstract_50_79""]"
W4220891100,extra,15,2022,Inside Back Cover,78,"[""abstract_50_79""]"
W4405784373,extra,15,2024,"Silane-promoted cycloaddition of thiobenzhydrazides with carbon dioxide toward 1,3,4-thiadiazol-2(3 H )-ones",50,"[""abstract_50_79""]"
W3163683542,extra,15,2021,Tandem catalysts for the selective hydrogenation of butadiene with hydrogen generated from the decomposition of formic acid,51,"[""abstract_50_79""]"
W4403192903,extra,15,2024,Assessment of the toxicity of a gasoline engine using a universal in vitro exposure system,68,"[""abstract_50_79""]"
W3038975304,extra,15,2020,Guidelines for designing highly concentrated electrolytes for low temperature applications,65,"[""abstract_50_79""]"
W4402852073,extra,15,2024,Inside Cover: Mitigating Intraphase Catalytic‐Domain Transfer via CO 2 Laser for Enhanced Nitrate‐to‐Ammonia Electroconversion and Zn‐Nitrate Battery Behavior (Angew. Chem. Int. Ed. 47/2024),60,"[""abstract_50_79""]"
W4308183724,extra,15,2022,Association thermodynamic parameters for nano Cu(NO 3 ) 2 ·2.5H 2 O with ligands at different temperatures,52,"[""abstract_50_79""]"
W4287645908,extra,15,2023,Synthesis and oxidation of methane,74,"[""abstract_50_79""]"
W4295549050,extra,15,2022,"Revisiting the synthesis of bis(2‐hydroxy‐3,5‐di‐t‐butylphenyl)methanone",72,"[""abstract_50_79""]"
W4389672775,extra,15,2023,"STUDY OF THE IMPACT OF USING ETHANOL-BASED FUEL ON INDICATED PERFORMANCE, ENERGY EFFICIENCY AND ENVIRONMENTAL FRIENDLINESS OF THE AUTOMOBILE ENGINE",344,"[""many_non_ascii_letters""]"
W3170318429,extra,15,2021,Smart monitoring of battery welding processes,78,"[""abstract_50_79""]"
W4327656930,extra,15,2023,"Fergusonite-type rare earth niobates ANbO 4 (A = Nd, Sm, and Eu) as electrode modifiers: deep insights into A site variations towards bifunctional electrochemical sensing applications",56,"[""abstract_50_79""]"
W4289980210,extra,15,2023,Method for synthesis of titanium dioxide nanotubes using ionic liquids,57,"[""abstract_50_79""]"
W4385682357,extra,15,2023,Ion Density Climatology Based on FPMU Measurements on Board the International Space Station,71,"[""abstract_50_79""]"
W4401787523,extra,15,2023,Treatment of Large Chemical Warfare Items in an Explosive Destruction System,56,"[""abstract_50_79""]"
W4283169698,extra,15,2022,Influence of Acid Modification of Natural Phlogopite on Catalytic Activity of Supported Pd(II)-Cu(II) Complexes in the Reaction of Oxidation of Carbon Monoxide by Atmospheric Oxygen,76,"[""abstract_50_79""]"
W3014879310,extra,15,2020,"THERMO-PHYSICAL, SPECTRAL EVALUATION OF MOLECULAR INTERACTIONS IN LIQUID BINARIES OF DIETHYL MALONATE AND AMIDES AT TEMPERATURES (303.15, 308.15, 313.15, 318.15) K",66,"[""abstract_50_79""]"
W4318064494,extra,15,2022,"EFFECT OF DISPERSION, TEXTURE OF FILLER PARTICLES AND FLOW MODES OF COMPOSITION ON RHEOLOGICAL PROPERTIES OF OLIGOMERIC COMPOSITION",86,"[""many_non_ascii_letters""]"
W4307654034,extra,15,2023,Method and apparatus for controlling gas evolution from chemical reactions,69,"[""abstract_50_79""]"
W4376484650,extra,15,2023,Extractive Distillation of the Tetrahydrofuran–Acetonitrile–Chloroform Mixture,55,"[""abstract_50_79""]"
W4293287678,extra,15,2022,TECHNOLOGY FOR OBTAINING DIMETHYL ETHER,59,"[""abstract_50_79""]"
W4404831982,extra,15,2024,Design Principles of Catalytic Materials for CO2 Hydrogenation to Methanol (Adv. Mater. 48/2024),67,"[""abstract_50_79""]"
W4405664896,extra,15,2024,Laser ablation syntheses of OThS and OCeS and their characterization by rotational spectroscopy,58,"[""abstract_50_79""]"
W4403986499,extra,15,2024,Nitrogen Bicoupled Carbon Bonding for Electrocatalysis of CO2 and Nitrobenzene via Engineering Hydroxyl Assisted Cobalt Single Atom (Adv. Energy Mater. 41/2024),58,"[""abstract_50_79""]"
W3037067993,extra,15,2020,Properties of Dicationic Disiloxane Ionic Liquids,62,"[""abstract_50_79""]"
W4283828334,extra,15,2022,Light-Activated CO Donor as a Universal CO Surrogate for Pd-Catalyzed and Light-Mediated Carbonylation,79,"[""abstract_50_79""]"
W3015211899,extra,15,2020,Safety Considerations in the Laboratory Testing of Specimens Suspected or Known to Contain the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),2034,"[""abstract_over_2000_words""]"
W4206988686,extra,15,2022,2022 Franzosini Award—Call For Nominations,54,"[""abstract_50_79""]"
W4224077166,extra,15,2022,Incorporation of CO 2 -Derived Bicyclic Lactone into Conventional Vinyl Polymers,76,"[""abstract_50_79""]"
W4315815226,extra,15,2022,Research Progress of Miniaturized Solid State Ion Selective Electrode,78,"[""abstract_50_79""]"
W3212200243,extra,15,2021,Documentation of the CO2-price incidence webtool «MCC CO2-Preis-Rechner»,61,"[""abstract_50_79""]"
W3138821216,extra,15,2021,Equilibrium States in Aqueous Solutions of Some Ionic Liquids,52,"[""abstract_50_79""]"
W4366448477,extra,15,2023,Unconventional gas-phase preparation of the prototype polycyclic aromatic hydrocarbon naphthalene (C 10 H 8 ) via the reaction of benzyl (C 7 H 7 ) and propargyl (C 3 H 3 ) radicals coupled with hydrogen-atom assisted isomerization,64,"[""abstract_50_79""]"
W4283747392,extra,15,2022,Design of Micellar Matrix for Determination of O-Phenylenediamine in Dosage Forms by Spectrophotometric Method. Planning and Optimization,151,"[""many_non_ascii_letters""]"
W3048884306,extra,15,2020,Study of liquid propane-butane mixture atomization for internal combustion engines,188,"[""many_non_ascii_letters""]"
W4394972633,extra,15,2023,Reproducibility of the Results of the Conductometric Determination of the Degree of Dilution of the Essentuki-4 Mineral Water,67,"[""abstract_50_79""]"
W3204914963,extra,15,2021,Production of Hydrogen from Propane–Butane Mixture in a Combined Process of Matrix and Steam Conversion,78,"[""abstract_50_79""]"
W3211564001,extra,15,2021,Exact Solutions of Boundary Layer Equations in Polymer Solutions,55,"[""abstract_50_79""]"
W3040384141,extra,15,2020,Cover Feature: Synthesis of Metastable Inorganic Solids with Extended Structures (ChemPhysChem 13/2020),66,"[""abstract_50_79""]"
W3092824694,extra,15,2020,Color Centers and Jahn-Teller Effect in Ionic Crystals—My Scientific Encounters with Alex Müller,70,"[""abstract_50_79""]"
W3090316304,extra,15,2020,Designing a Cr-catalyst bearing redox non-innocent phenalenyl-based ligand towards hydrosilylative CO 2 functionalization,58,"[""abstract_50_79""]"
W4307575401,extra,15,2023,Process for upgrading wax from Fischer-Tropsch synthesis,54,"[""abstract_50_79""]"
W4386788236,extra,15,2023,"Design, synthesis and reactivity of dimolybdenum complex bearing quaterphenylene-bridged pyridine-based PNP-type pincer ligand",76,"[""abstract_50_79""]"
W4294343619,extra,15,2022,GAS PHASE DECOMPOSITION OF T-BUTYL METHYL ETHER CATALYZED BY DIFFERENT HYDROGEN HALIDES: A DFT STUDY,56,"[""abstract_50_79""]"
W4301656603,extra,15,2023,Detection device for hazardous materials,77,"[""abstract_50_79""]"
W4212818327,extra,15,2022,Dielectric‐Modulated Biosensing with Ultrahigh‐Frequency‐Operated Graphene Field‐Effect Transistors (Adv. Mater. 7/2022),64,"[""abstract_50_79""]"
W2999250636,extra,15,2020,Task-specific Ionic Liquids as a Green Catalysts and Solvents for Organic Synthesis,57,"[""abstract_50_79""]"
W4313123289,extra,15,2022,FeS 2 @TiO 2 nanobelt array enabled high-efficiency electrocatalytic nitrate reduction to ammonia,63,"[""abstract_50_79""]"
W4281731167,extra,15,2022,Development of an automatic 16-channel multiplexer platform for capacitive field-effect sensors,77,"[""abstract_50_79""]"
W4401580085,extra,15,2024,Selective conversion of methane to methanol facilitated by molecular metal–methoxy complexes via a self-correcting chemical cycle,78,"[""abstract_50_79""]"
W3023854949,extra,15,2020,Catalytic Disproportionation of Formic Acid to Methanol by using Recyclable Silylformates,78,"[""abstract_50_79""]"
W3025812759,extra,15,2020,Titelbild: Radical Chemistry and Reaction Mechanisms of Propane Oxidative Dehydrogenation over Hexagonal Boron Nitride Catalysts (Angew. Chem. 21/2020),73,"[""abstract_50_79""]"
W4310563388,extra,15,2021,Solar-Thermal Ammonia Production: System Design and Technoeconomic Analysis [Slides],72,"[""abstract_50_79""]"
W4313641346,extra,15,2023,Single-metal atom sandwiched by graphdiyne and BN-doped graphdiyne sheets as an electrocatalyst for nitrogen reduction: a first-principles study,69,"[""abstract_50_79""]"
W4293090703,extra,15,2022,A portable and miniaturized lab-on-fiber sensor based on a responsive Fabry–Perot resonance cavity for the detection of thiocyanate,70,"[""abstract_50_79""]"
W3158738624,extra,15,2021,25th Anniversary of Molecules—Recent Advances in Inorganic Chemistry,52,"[""abstract_50_79""]"
W4296053136,extra,15,2022,Sequence Selective Ring‐opening Terpolymerisation Facilitates Higher Order Switchable Catalysis,60,"[""abstract_50_79""]"
W3037659333,extra,15,2020,Service Dogs and Safety in Academic Laboratories,71,"[""abstract_50_79""]"
W4224286652,extra,15,2022,Recovery of enzyme structure and activity following rehydration from ionic liquid,70,"[""abstract_50_79""]"
W4300679125,extra,15,2023,Metallocene catalyst containing bulky organic group,55,"[""abstract_50_79""]"
W4403109056,extra,15,2024,Cover Picture: Organocatalyzed Carbonylation of Alkyl Halides Driven by Visible Light (Angew. Chem. Int. Ed. 50/2024),73,"[""abstract_50_79""]"
W4300454904,extra,15,2023,Ultrasound enhanced process for extracting metal species in supercritical fluids,63,"[""abstract_50_79""]"
W4392586628,extra,15,2024,On the interaction between the viscoelasticity and the boundary variable-exponent nonlinearity in plate systems,72,"[""abstract_50_79""]"
W4214698909,extra,15,2022,Carbon neutrality needs a circular metal-energy nexus,58,"[""abstract_50_79""]"
W4396911277,extra,15,2023,From practice: Edible oil as an atypical chemical trace,56,"[""abstract_50_79""]"
W3031529689,extra,15,2020,Alternating Copolymerization of CO2 and Cyclohexene Oxide Catalyzed by Cobalt–Lanthanide Mixed Multinuclear Complexes,77,"[""abstract_50_79""]"
W4225985402,extra,15,2022,Lateral access mechanism of LPA receptor probed by molecular dynamics simulation,69,"[""abstract_50_79""]"
W3173309304,extra,15,2021,Obtaining of Nd-Co films by electrolysis in a chloride-fluoride melt,59,"[""abstract_50_79""]"
W4394968025,extra,15,2023,Solubility in the Ternary Water–Salt System GdCl3–TbCl3–H2O at 25°С,74,"[""abstract_50_79""]"
W4401437747,extra,15,2024,Environmental Compliance through Inventory Management,61,"[""abstract_50_79""]"
W4293163409,extra,15,2023,Trapped ion platform with optical input and output,61,"[""abstract_50_79""]"
W3016761334,extra,15,2020,Metal Oxides-Based Semiconductors for Biosensors Applications,79,"[""abstract_50_79""]"
W7145439414,extra,15,2024,One-pot gram-scale rapid synthesis of MN4 complexes with 14-membered ring macrocyclic ligand as a precursor for carbon-based ORR and CO2RR catalysts,56,"[""abstract_50_79""]"
W4299524729,extra,15,2023,Scanning drop sensor,75,"[""abstract_50_79""]"
W4386336342,extra,15,2023,Production of carbon monoxide and hydrogen from methanol using a ruthenium pincer complex: a DFT study,66,"[""abstract_50_79""]"
W3015047994,extra,15,2020,Safety Case Study. Intrinsic Instability of Concentrated Solutions of Alcoholic Hydrogen Chloride: Potential Hazards Associated with Methanol,77,"[""abstract_50_79""]"
W4312919794,extra,15,2022,Modeling and simulation of combustion chamber for a turbocharger jet engine,72,"[""abstract_50_79""]"
W4383825058,extra,15,2023,An electrochemical microfluidic device for non-enzymatic cholesterol determination using a lab-made disposable electrode,59,"[""abstract_50_79""]"
W3034179602,extra,15,2020,On Linear Instability of the State of Rest of an Incompressible Polymer Fluid in the Presence of Strong Discontinuity,53,"[""abstract_50_79""]"
W4293224312,extra,15,2022,CO2‐Assisted Stereocontrolled Multi‐Component Coupling Reactions Promoted by Ni‐Catalytic System,61,"[""abstract_50_79""]"
W4287708464,extra,15,2020,Materials Data on SnBr2 by Materials Project,76,"[""abstract_50_79""]"
W2187672633,extra,15,2020,Integrating Risk Assessment in the Unit Operations Laboratory,71,"[""abstract_50_79""]"
W4200156595,extra,15,2021,Technical condition of sewer networks in the Czech Republic,59,"[""abstract_50_79""]"
W4307589672,extra,15,2023,Chemical microsensors,77,"[""abstract_50_79""]"
W3092639388,extra,15,2020,Molecular Memory: Catechol‐Based Molecular Memory Film for Redox Linked Bioelectronics (Adv. Electron. Mater. 10/2020),77,"[""abstract_50_79""]"
W3022596981,extra,15,2020,Reference Dose and Reference Concentration Rounding in IRIS: Risk Assessment Ramifications,61,"[""abstract_50_79""]"
W2079608781,extra,16,2003,OLAV-PMF: A Novel Scoring Scheme for High-Throughput Peptide Mass Fingerprinting,73,"[""abstract_50_79""]"
W1973747381,extra,16,2003,1-(Diphenylphosphino)-4-(diphenylphosphinoyl)butane,64,"[""abstract_50_79""]"
W2389302492,extra,16,2003,Mechanisms and applications of inorganic antibacterial materials,65,"[""abstract_50_79""]"
W2070043277,extra,16,2002,Homogeneous System for the Synthesis of Benzyl Salicylate,68,"[""abstract_50_79""]"
W1999721225,extra,16,2003,Condensation of Frontier Molecular Orbital Fukui Functions,72,"[""abstract_50_79""]"
W2372922500,extra,16,2004,Simultaneous determination of Cu~(2+) and Zn~(2+) by low pressure ion chromatography with spectrophotometric detection,75,"[""abstract_50_79""]"
W2431703807,extra,16,2004,Recent advances in catalytic asymmetric hydrogenation: Renaissance of the monodentate phosphorus ligands,79,"[""abstract_50_79""]"
W1967996930,extra,16,2002,Rapid and Amenable Suzuki Coupling Reaction in Water Using Microwave and Conventional Heating,71,"[""abstract_50_79""]"
W2165866281,extra,16,2000,Dependence of Water Dynamics upon Confinement Size,70,"[""abstract_50_79""]"
W2392301908,extra,16,2002,The Influence of the Numerical Value of the Elements on the Plot Formats of Electrochemical Impedance Spectroscopy,50,"[""abstract_50_79""]"
W2019671266,extra,16,2004,Proteomics at Cordoba,72,"[""abstract_50_79""]"
W1972843639,extra,16,2000,Additions to Fe(CO)3−Dienal Complexes: Dependence of Diastereoselectivity on Lewis Acid,71,"[""abstract_50_79""]"
W2360750916,extra,16,2003,"Determination of the kalium, sodium,calcium and magnesium contents in wheat seeds by atomic absorption spectroscopy",76,"[""abstract_50_79""]"
W2355304858,extra,16,2000,Application of Near Infrared Laser Diodes to Gas Sensing,62,"[""abstract_50_79""]"
W809197088,extra,16,2001,Novel Macromolecular Self-organization of Poly(ethylene glycol)- block-poly(L-histidine): pH-induced Formation of Core-shell Nanoparticles in Aqueous Media,65,"[""abstract_50_79""]"
W1981314047,extra,16,2002,Pressure Effect on Solvation Dynamics and Rotational Dynamics in Solution,63,"[""abstract_50_79""]"
W2951352470,extra,16,2004,"Synthesis of 12-ethoxy-3-oxo-4-phenylquino[3,2-c][1,3]diazocines via Vilsmeier-Haack reaction",68,"[""abstract_50_79""]"
W1938363891,extra,16,2002,4-{5-(Dimethylamino)-2-[4-(dimethylamino)-2-iodophenylmethyl]phenyl}-(3E)-3-buten-2-one,57,"[""abstract_50_79""]"
W2068234763,extra,16,2003,Facile Synthesis of Flavonoid 7-O-Glycosides,51,"[""abstract_50_79""]"
W2063997205,extra,16,2002,Structure and Reactivity of (η3-Indolylmethyl)palladium Complexes Generated by the Reaction of Organopalladium Complexes with o-Alkenylphenyl Isocyanide,70,"[""abstract_50_79""]"
W1964699314,extra,16,2003,Synthesis of Mixed Alkylphosphites and Alkylphosphates,65,"[""abstract_50_79""]"
W2396765006,extra,16,2003,"Synthesis and anti-inflammatory activity of some [2-amino-6-(4-substituted aryl)-4-(4-substituted phenyl)-1,6-dihydropyrimidine-5-yl]-acetic acid derivatives.",50,"[""abstract_50_79""]"
W2357568514,extra,16,2001,Preparation of C_(60) by pyrolysis method of acetylene in plasma,50,"[""abstract_50_79""]"
W2952912780,extra,16,2004,Novel Stereoselective Entry to 2‘-β-Carbon-Substituted 2‘-Deoxy-4‘-thionucleosides from 4-Thiofuranoid Glycals,67,"[""abstract_50_79""]"
W2359107788,extra,16,2003,Preparation of β-Naphthol Ethylether with Phase-Transfer Catalytic Synthesis,62,"[""abstract_50_79""]"
W2409169829,extra,16,2003,"Synthesis, immunological activity and theoretical study of new 5-substituted 3-methylisoxazole[5,4-d] 1,2,3-triazin-4-one derivatives.",78,"[""abstract_50_79""]"
W2393101902,extra,16,2001,Rapid Determination of Phosphorus and Arsenic in Iron Ore,56,"[""abstract_50_79""]"
W2058992498,extra,16,2004,[3+2]-CYCLOADDITION REACTIONS OF THIOISATIN WITH L-PROLINE AND (R)-(−)-THIAPROLINE,71,"[""abstract_50_79""]"
W1983148303,extra,16,2001,Electrocatalytic Oxidation of Pyrogallol by an Amavadin Model-A Preliminary Study,64,"[""abstract_50_79""]"
W427512329,extra,16,2003,High-Grade Disinfection Using High-Density Ozone,71,"[""abstract_50_79""]"
W1984304745,extra,16,2004,Conrotatory Ring-Opening Reactions of Cyclopropyl Anions in Monocyclic and Tricyclic Systems,78,"[""abstract_50_79""]"
W2950571175,extra,16,2002,An Amino Alcohol Ligand for Highly Enantioselective Addition of Organozinc Reagents to Aldehydes: Serendipity Rules,69,"[""abstract_50_79""]"
W4250490246,extra,16,2004,Molecular Motion of Endohedral Fullerenes in Single‐Walled Carbon Nanotubes,57,"[""abstract_50_79""]"
W2951212277,extra,16,2001,"Enantioselective Synthesis of N-Cbz-Protected 6-Amino-6-deoxymannose, -talose, and -gulose",79,"[""abstract_50_79""]"
W2170929996,extra,16,2004,"Synthesis, Structure, and [60]Fullerene Complexation Properties of Azacalix[m]arene[n]pyridines",69,"[""abstract_50_79""]"
W2365964977,extra,16,2000,Graft Copolymerization of Methylacrylate onto Gelatin,58,"[""abstract_50_79""]"
W2078299653,extra,16,2004,Proteomics and Disease The Challenges for Technology and Discovery,75,"[""abstract_50_79""]"
W2123548133,extra,16,2004,Reversible Thermochromism in Hydrogen‐Bonded Polymers Containing Polydiacetylenes,68,"[""abstract_50_79""]"
W1983355620,extra,16,2000,Cyclic diperoxides as sources of radicals for the initiation of the radical polymerization of methyl methacrylate,74,"[""abstract_50_79""]"
W2025848847,extra,16,2004,Novel Chiral Dendritic Diphosphine Ligands for Rh(I)-Catalyzed Asymmetric Hydrogenation: Remarkable Structural Effects on Catalytic Properties,67,"[""abstract_50_79""]"
W2079668132,extra,16,2004,Dicopper−Dioxygen Complex Supported by Asymmetric Pentapyridine Dinucleating Ligand,67,"[""abstract_50_79""]"
W2037530595,extra,16,2002,Synthesis of Novel Quinazoline Derivatives via Pyrimidine ortho-Quinodimethane,53,"[""abstract_50_79""]"
W2006239536,extra,16,2004,Electrochemical Sensor Design Using Coplanar and Elevated Interdigitated Array Electrodes. A Computational Study,65,"[""abstract_50_79""]"
W4244597959,extra,16,2002,A New Organic-Inorganic Hybrid Crystal Prepared from 1-Methyl-4-Carbamoylpyridinium Iodide and Cadmium Iodide,54,"[""abstract_50_79""]"
W2352707858,extra,16,2003,Molecular biochromatography and its application in screening medicine,54,"[""abstract_50_79""]"
W2151959173,extra,16,2004,"Rational Design of Tightly Closed Coordination Tetrahedra that are Stable in the Solid State, in Solution, and in the Gas Phase",67,"[""abstract_50_79""]"
W2369411947,extra,16,2000,The Properties of Diacetylene Derivative Monolayer at Gas water Interface,63,"[""abstract_50_79""]"
W2093294589,extra,16,2002,Stereoselectivity in Intramolecular Cyclization of Non-conjugated Unsaturated Ketones by Electroreduction,54,"[""abstract_50_79""]"
W2917846148,extra,16,2003,On the symmetry of simple 14- and 15-hedra,61,"[""abstract_50_79""]"
W2116205627,extra,16,2001,"Novel Disproportionation Reaction of Stable Stibabismuthene Via 1,2,3,4-Distibadibismetane Derivative",76,"[""abstract_50_79""]"
W2369296221,extra,16,2001,Determination of Bifonazole in Bifonazole Cream by HPLC,72,"[""abstract_50_79""]"
W2950024196,extra,16,2000,"A Novel Approach to Imidazo[1,5-a]pyrazines",71,"[""abstract_50_79""]"
W2374709131,extra,16,2003,New development in selective oxidation of alcohols by using molecular oxygen,62,"[""abstract_50_79""]"
W2348018020,extra,16,2000,The Color Reaction of BS-Chlorophosphonazo With Bismuth and the Data Processing with Excel,68,"[""abstract_50_79""]"
W2015800173,extra,16,2003,"4-Dimethylaminopyridinium 2,4-dinitrophenolate: supramolecular aggregation through N—H...O, C—H...O, C—H...π and π–π interactions",70,"[""abstract_50_79""]"
W2949995077,extra,16,2003,A Concise Synthesis of Gabapentin via Intramolecular C-CH Insertion Reaction,54,"[""abstract_50_79""]"
W2094049893,extra,16,2003,FTIR study on N-H·hydrogen bonding: N-alkylpropanamides - aromatic donor system,56,"[""abstract_50_79""]"
W2074644172,extra,16,2004,Unusual Selectivity of Unprotected Aziridines in Palladium-Catalyzed Allylic Amination Enables Facile Preparation of Branched Aziridines,56,"[""abstract_50_79""]"
W2054886139,extra,16,2002,Using multimodal ligands to influence network topology in silver(I) coordination polymers,76,"[""abstract_50_79""]"
W7140621417,extra,16,2001,How to Recognize Disjoint Hydrocarbons,72,"[""abstract_50_79""]"
W2354974992,extra,16,2002,Catalytic Synthesis of Dimethyl Fumarate with Maleic Anhydride,61,"[""abstract_50_79""]"
W2053370610,extra,16,2001,SYNTHESIS OF POLYMERS CONTAINING AZOBENZENE SIDE GROUPS BOUND TO THE MAIN CHAIN THROUGH AN ELECTRON DONOR OR AN ELECTRON ACCEPTOR SUBSTITUENT,54,"[""abstract_50_79""]"
W2511609271,extra,16,2004,"A facile entry into a novel class of dispiroheterocycles through 1,3-dipolar cycloaddition",50,"[""abstract_50_79""]"
W2145939983,extra,16,2003,Performances of OsO/sub 4/ stabilized CO/sub 2/ lasers as optical frequency standards near 29 THz,71,"[""abstract_50_79""]"
W2069013945,extra,16,2001,"Palladium-Mediated Intramolecular Carbonylative Annulation of o-Alkynylphenols To Synthesize Benzo[b]furo[3,4-d]furan-1-ones",67,"[""abstract_50_79""]"
W2807884137,extra,16,2000,Electroreduction of cefetamet on mercury platinum and gold electrodes,56,"[""abstract_50_79""]"
W2018214933,extra,16,2003,Postcolumn derivatization in microcolumn liquid chromatography,58,"[""abstract_50_79""]"
W2147401440,extra,16,2004,"One-step transformation of 2-oxa-3-azabicyclo(2.2.1)hept-5-ene and methyl 2,3-diazabicyclo(2.2.1)heptane-2-carboxylate to ion uptake systems",58,"[""abstract_50_79""]"
W2951060459,extra,16,2004,"Highly Efficient Mechanochemical Reactions of 1,3-Dicarbonyl Compounds with Chalcones and Azachalcones Catalyzed by Potassium Carbonate",60,"[""abstract_50_79""]"
W2079164390,extra,16,2001,Change of Connectivity on Catenane Ring: Ring Expansion by Annulation−Ring Scission Sequence,70,"[""abstract_50_79""]"
W2056895143,extra,16,2002,High-resolution spectroscopy of inhomogeneously broadened Raman resonances by time-domain CARS,60,"[""abstract_50_79""]"
W2032252699,extra,16,2002,"Samarium Diiodide-Mediated Reductive Coupling of Epoxides and Carbonyl Compounds: A Stereocontrolled Synthesis of C-Glycosides from 1,2-Anhydro Sugars",52,"[""abstract_50_79""]"
W1967678922,extra,16,2001,NMR Determination of the Absolute Configuration of a Macrophomate Synthase Inhibitor by Using an Axial Chiral Reagent,58,"[""abstract_50_79""]"
W2953123454,extra,16,2000,Copper-CatalyzedN-Arylation of Amines with Hypervalent Iodonium Salts,68,"[""abstract_50_79""]"
W2074601081,extra,16,2000,Discrimination of Thiolate Group in l -Cysteinate and Glutathionate by Axial Coordination Site of Five-Coordinate Trigonal-Bipyramidal Palladium(II) Complex with Tris(2-(diphenylphosphino)ethyl)phosphine,58,"[""abstract_50_79""]"
W2074682787,extra,16,2000,Resolution of Secondary Phosphanes Chiral at Phosphorus by Means of Palladium Metallacycles,68,"[""abstract_50_79""]"
W4255087269,extra,16,2004,One-Pot Multicomponent Synthesis of β-Acetamido Ketones Based on BiCl3 Generated in situ from the Procatalyst BiOCl and Acetyl Chloride,50,"[""abstract_50_79""]"
W3020079569,extra,16,2001,The Kinetic of Dissolution of Irradiated UO2 Fuel Under Oxidising Conditions in Flow Experiments,52,"[""abstract_50_79""]"
W2044239975,extra,16,2003,Promoting Effect of Cyclic Ethers in the Layered Silicate Synthesis,58,"[""abstract_50_79""]"
W1982778101,extra,16,2004,A Radical Roundabout for an Unprecedented Tandem Reaction Including a Homolytic Substitution with a Titanium‐Oxygen Bond,70,"[""abstract_50_79""]"
